hs2	15628637	15628710	DDX1_23
hs2	15628796	15628839	DDX1_24
hs2	15629601	15629697	DDX1_25
hs2	15629989	15630110	DDX1_26
hs2	15630775	15631111	DDX1_27
hs2	15591850	15591949	DDX1_1
hs2	15599668	15599716	DDX1_2
hs2	15602547	15602631	DDX1_3
hs2	15603191	15603275	DDX1_4
hs2	15603813	15603890	DDX1_5
hs2	15604436	15604509	DDX1_6
hs2	15605949	15606026	DDX1_7
hs2	15606149	15606264	DDX1_8
hs2	15607174	15607313	DDX1_9
hs2	15613223	15613284	DDX1_10
hs2	15617243	15617342	DDX1_11
hs2	15618180	15618270	DDX1_12
hs2	15620207	15620396	DDX1_13
hs2	15621064	15621116	DDX1_14
hs2	15623435	15623582	DDX1_15
hs2	15627053	15627145	DDX1_16
hs2	15628444	15628517	DDX1_17
hs2	15628637	15628710	DDX1_18
hs2	15628796	15628839	DDX1_19
hs2	15629601	15629697	DDX1_20
hs2	15629989	15630110	DDX1_21
hs2	15630775	15631100	DDX1_22
hs2	15591867	15591949	DDX1_1
hs2	15595144	15595196	DDX1_2
hs2	15595489	15595553	DDX1_3
hs2	15596733	15596763	DDX1_4
hs2	15597374	15597471	DDX1_5
hs2	15599668	15599716	DDX1_6
hs2	15602547	15602631	DDX1_7
hs2	15603191	15603275	DDX1_8
hs2	15603813	15603890	DDX1_9
hs2	15604436	15604509	DDX1_10
hs2	15605949	15606026	DDX1_11
hs2	15606149	15606264	DDX1_12
hs2	15607174	15607313	DDX1_13
hs2	15613223	15613284	DDX1_14
hs2	15617243	15617342	DDX1_15
hs2	15618180	15618270	DDX1_16
hs2	15620207	15620396	DDX1_17
hs2	15621064	15621116	DDX1_18
hs2	15623435	15623582	DDX1_19
hs2	15627053	15627145	DDX1_20
hs2	15628444	15628517	DDX1_21
hs2	15628637	15628710	DDX1_22
hs2	15628796	15628839	DDX1_23
hs2	15629601	15629697	DDX1_24
hs2	15629989	15630110	DDX1_25
hs2	15630775	15631101	DDX1_26
hs2	15599152	15599168	DDX1_1
hs2	15599668	15599716	DDX1_2
hs2	15602547	15602631	DDX1_3
hs2	15603191	15603275	DDX1_4
hs2	15603813	15603890	DDX1_5
hs2	15604436	15604509	DDX1_6
hs2	15605949	15606026	DDX1_7
hs2	15606149	15606264	DDX1_8
hs2	15607174	15607313	DDX1_9
hs2	15613223	15613284	DDX1_10
hs2	15617243	15617342	DDX1_11
hs2	15618180	15618270	DDX1_12
hs2	15620207	15620396	DDX1_13
hs2	15621064	15621116	DDX1_14
hs2	15623435	15623582	DDX1_15
hs2	15627053	15627145	DDX1_16
hs2	15628444	15628517	DDX1_17
hs2	15628637	15628710	DDX1_18
hs2	15628796	15628839	DDX1_19
hs2	15629601	15629697	DDX1_20
hs2	15629989	15630110	DDX1_21
hs2	15630775	15631109	DDX1_22
hs2	15690781	15690867	LINC01804_1
hs2	15690943	15691098	LINC01804_2
hs2	15700389	15700535	LINC01804_3
hs2	15701228	15701375	LINC01804_4
hs2	15715412	15715529	LINC01804_5
hs2	15717741	15718961	LINC01804_6
hs2	15940973	15941248	MYCNOS_1
hs2	15922020	15922190	MYCNOS_2
hs2	15918349	15921122	MYCNOS_3
hs2	15941531	15941582	MYCNOS_1
hs2	15940973	15941097	MYCNOS_2
hs2	15938499	15938725	MYCNOS_3
hs2	15936264	15937176	MYCNOS_4
hs2	15920398	15921063	MYCNUT_1
hs2	15921567	15921697	MYCNUT_2
hs2	15935773	15936017	MYCNUT_3
hs2	15940549	15940743	MYCN_1
hs2	15941947	15942854	MYCN_2
hs2	15945492	15947004	MYCN_3
hs2	15940565	15940743	MYCN_1
hs2	15945492	15947007	MYCN_2
hs2	16013927	16013964	GACAT3_1
hs2	16031955	16032111	GACAT3_2
hs2	16034145	16034305	GACAT3_3
hs2	16081126	16081185	GACAT3_4
hs2	16085288	16086234	GACAT3_5
hs2	16069785	16069876	GACAT3_1
hs2	16073303	16073442	GACAT3_2
hs2	16074166	16074373	GACAT3_3
hs2	16080897	16081185	GACAT3_4
hs2	16085288	16086222	GACAT3_5
hs2	16070532	16070697	GACAT3_1
hs2	16073303	16073442	GACAT3_2
hs2	16074021	16074373	GACAT3_3
hs2	16080897	16081185	GACAT3_4
hs2	16085288	16085801	GACAT3_5
